week_from,week_until,calendar_week,bfsNumber,residence,vacc_status,nCumul
2021-09-20,2021-09-26,38,103,Bezirk Bulach,completedBasicImmu,88550
2021-09-20,2021-09-26,38,103,Bezirk Bulach,booster,0
2021-09-20,2021-09-26,38,104,Bezirk Dielsdorf,atLeastOneDose,55023
2021-09-20,2021-09-26,38,104,Bezirk Dielsdorf,completedBasicImmu,49825
2021-09-20,2021-09-26,38,104,Bezirk Dielsdorf,booster,0
2021-09-20,2021-09-26,38,105,Bezirk Hinwil,atLeastOneDose,55840
2021-09-20,2021-09-26,38,105,Bezirk Hinwil,completedBasicImmu,49896
2021-09-20,2021-09-26,38,105,Bezirk Hinwil,booster,0
2021-09-20,2021-09-26,38,106,Bezirk Horgen,atLeastOneDose,80383
2021-09-20,2021-09-26,38,106,Bezirk Horgen,completedBasicImmu,74733
2021-09-20,2021-09-26,38,106,Bezirk Horgen,booster,0
2021-09-20,2021-09-26,38,107,Bezirk Meilen,atLeastOneDose,72152
2021-09-20,2021-09-26,38,107,Bezirk Meilen,completedBasicImmu,67661
2021-09-20,2021-09-26,38,107,Bezirk Meilen,booster,0
2021-09-20,2021-09-26,38,108,Bezirk Pfaffikon,atLeastOneDose,36456
2021-09-20,2021-09-26,38,108,Bezirk Pfaffikon,completedBasicImmu,32872
2021-09-20,2021-09-26,38,108,Bezirk Pfaffikon,booster,0
2021-09-20,2021-09-26,38,109,Bezirk Uster,atLeastOneDose,85965
2021-09-20,2021-09-26,38,109,Bezirk Uster,completedBasicImmu,78271
2021-09-20,2021-09-26,38,109,Bezirk Uster,booster,0
2021-09-20,2021-09-26,38,110,Bezirk Winterthur,atLeastOneDose,109472
2021-09-20,2021-09-26,38,110,Bezirk Winterthur,completedBasicImmu,99247
2021-09-20,2021-09-26,38,110,Bezirk Winterthur,booster,0
2021-09-20,2021-09-26,38,111,Bezirk Dietikon,atLeastOneDose,56843
2021-09-20,2021-09-26,38,111,Bezirk Dietikon,completedBasicImmu,51649
2021-09-20,2021-09-26,38,111,Bezirk Dietikon,booster,0
2021-09-20,2021-09-26,38,112,Bezirk Zurich,atLeastOneDose,291110
2021-09-20,2021-09-26,38,112,Bezirk Zurich,completedBasicImmu,271495
2021-09-20,2021-09-26,38,112,Bezirk Zurich,booster,0
2021-09-20,2021-09-26,38,NA,andere Kantone,atLeastOneDose,8374
2021-09-20,2021-09-26,38,NA,andere Kantone,completedBasicImmu,7651
2021-09-20,2021-09-26,38,NA,andere Kantone,booster,0
2021-09-20,2021-09-26,38,NA,Nachbarkantone,atLeastOneDose,30287
2021-09-20,2021-09-26,38,NA,Nachbarkantone,completedBasicImmu,27713
2021-09-20,2021-09-26,38,NA,Nachbarkantone,booster,0
2021-09-20,2021-09-26,38,NA,unbekannt,atLeastOneDose,5509
2021-09-20,2021-09-26,38,NA,unbekannt,completedBasicImmu,5097
2021-09-20,2021-09-26,38,NA,unbekannt,booster,0
2021-09-20,2021-09-26,38,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,2132
2021-09-20,2021-09-26,38,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,19729
2021-09-20,2021-09-26,38,NA,ZH aber ausserkantonal geimpft,booster,0
2021-09-27,2021-10-03,39,101,Bezirk Affoltern,atLeastOneDose,34471
2021-09-27,2021-10-03,39,101,Bezirk Affoltern,completedBasicImmu,31735
2021-09-27,2021-10-03,39,101,Bezirk Affoltern,booster,0
2021-09-27,2021-10-03,39,102,Bezirk Andelfingen,atLeastOneDose,18515
2021-09-27,2021-10-03,39,102,Bezirk Andelfingen,completedBasicImmu,17123
2021-09-27,2021-10-03,39,102,Bezirk Andelfingen,booster,0
2021-09-27,2021-10-03,39,103,Bezirk Bulach,atLeastOneDose,98110
2021-09-27,2021-10-03,39,103,Bezirk Bulach,completedBasicImmu,89860
2021-09-27,2021-10-03,39,103,Bezirk Bulach,booster,0
2021-09-27,2021-10-03,39,104,Bezirk Dielsdorf,atLeastOneDose,55565
2021-09-27,2021-10-03,39,104,Bezirk Dielsdorf,completedBasicImmu,50623
2021-09-27,2021-10-03,39,104,Bezirk Dielsdorf,booster,0
2021-09-27,2021-10-03,39,105,Bezirk Hinwil,atLeastOneDose,56570
2021-09-27,2021-10-03,39,105,Bezirk Hinwil,completedBasicImmu,51200
2021-09-27,2021-10-03,39,105,Bezirk Hinwil,booster,0
2021-09-27,2021-10-03,39,106,Bezirk Horgen,atLeastOneDose,81057
2021-09-27,2021-10-03,39,106,Bezirk Horgen,completedBasicImmu,75825
2021-09-27,2021-10-03,39,106,Bezirk Horgen,booster,0
2021-09-27,2021-10-03,39,107,Bezirk Meilen,atLeastOneDose,72670
2021-09-27,2021-10-03,39,107,Bezirk Meilen,completedBasicImmu,68849
2021-09-27,2021-10-03,39,107,Bezirk Meilen,booster,0
2021-09-27,2021-10-03,39,108,Bezirk Pfaffikon,atLeastOneDose,36842
2021-09-27,2021-10-03,39,108,Bezirk Pfaffikon,completedBasicImmu,33501
2021-09-27,2021-10-03,39,108,Bezirk Pfaffikon,booster,0
2021-09-27,2021-10-03,39,109,Bezirk Uster,atLeastOneDose,86763
2021-09-27,2021-10-03,39,109,Bezirk Uster,completedBasicImmu,79686
2021-09-27,2021-10-03,39,109,Bezirk Uster,booster,0
2021-09-27,2021-10-03,39,110,Bezirk Winterthur,atLeastOneDose,110481
2021-09-27,2021-10-03,39,110,Bezirk Winterthur,completedBasicImmu,101144
2021-09-27,2021-10-03,39,110,Bezirk Winterthur,booster,0
2021-09-27,2021-10-03,39,111,Bezirk Dietikon,atLeastOneDose,57677
2021-09-27,2021-10-03,39,111,Bezirk Dietikon,completedBasicImmu,52679
2021-09-27,2021-10-03,39,111,Bezirk Dietikon,booster,0
2021-09-27,2021-10-03,39,112,Bezirk Zurich,atLeastOneDose,293864
2021-09-27,2021-10-03,39,112,Bezirk Zurich,completedBasicImmu,275246
2021-09-27,2021-10-03,39,112,Bezirk Zurich,booster,0
2021-09-27,2021-10-03,39,NA,andere Kantone,atLeastOneDose,8480
2021-09-27,2021-10-03,39,NA,andere Kantone,completedBasicImmu,7790
2021-09-27,2021-10-03,39,NA,andere Kantone,booster,0
2021-09-27,2021-10-03,39,NA,Nachbarkantone,atLeastOneDose,30640
2021-09-27,2021-10-03,39,NA,Nachbarkantone,completedBasicImmu,28158
2021-09-27,2021-10-03,39,NA,Nachbarkantone,booster,0
2021-09-27,2021-10-03,39,NA,unbekannt,atLeastOneDose,5563
2021-09-27,2021-10-03,39,NA,unbekannt,completedBasicImmu,5180
2021-09-27,2021-10-03,39,NA,unbekannt,booster,0
2021-09-27,2021-10-03,39,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,2221
2021-09-27,2021-10-03,39,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,20597
2021-09-27,2021-10-03,39,NA,ZH aber ausserkantonal geimpft,booster,0
2021-10-04,2021-10-10,40,101,Bezirk Affoltern,atLeastOneDose,34685
2021-10-04,2021-10-10,40,101,Bezirk Affoltern,completedBasicImmu,32539
2021-10-04,2021-10-10,40,101,Bezirk Affoltern,booster,0
2021-10-04,2021-10-10,40,102,Bezirk Andelfingen,atLeastOneDose,18596
2021-10-04,2021-10-10,40,102,Bezirk Andelfingen,completedBasicImmu,17405
2021-10-04,2021-10-10,40,102,Bezirk Andelfingen,booster,0
2021-10-04,2021-10-10,40,103,Bezirk Bulach,atLeastOneDose,98782
2021-10-04,2021-10-10,40,103,Bezirk Bulach,completedBasicImmu,91978
2021-10-04,2021-10-10,40,103,Bezirk Bulach,booster,0
2021-10-04,2021-10-10,40,104,Bezirk Dielsdorf,atLeastOneDose,56147
2021-10-04,2021-10-10,40,104,Bezirk Dielsdorf,completedBasicImmu,51991
2021-10-04,2021-10-10,40,104,Bezirk Dielsdorf,booster,0
2021-10-04,2021-10-10,40,105,Bezirk Hinwil,atLeastOneDose,57125
2021-10-04,2021-10-10,40,105,Bezirk Hinwil,completedBasicImmu,52728
2021-10-04,2021-10-10,40,105,Bezirk Hinwil,booster,0
2021-10-04,2021-10-10,40,106,Bezirk Horgen,atLeastOneDose,81461
2021-10-04,2021-10-10,40,106,Bezirk Horgen,completedBasicImmu,77156
2021-10-04,2021-10-10,40,106,Bezirk Horgen,booster,0
2021-10-04,2021-10-10,40,107,Bezirk Meilen,atLeastOneDose,73077
2021-10-04,2021-10-10,40,107,Bezirk Meilen,completedBasicImmu,69986
2021-10-04,2021-10-10,40,107,Bezirk Meilen,booster,0
2021-10-04,2021-10-10,40,108,Bezirk Pfaffikon,atLeastOneDose,37151
2021-10-04,2021-10-10,40,108,Bezirk Pfaffikon,completedBasicImmu,34397
2021-10-04,2021-10-10,40,108,Bezirk Pfaffikon,booster,0
2021-10-04,2021-10-10,40,109,Bezirk Uster,atLeastOneDose,87340
2021-10-04,2021-10-10,40,109,Bezirk Uster,completedBasicImmu,81488
2021-10-04,2021-10-10,40,109,Bezirk Uster,booster,0
2021-10-04,2021-10-10,40,110,Bezirk Winterthur,atLeastOneDose,111288
2021-10-04,2021-10-10,40,110,Bezirk Winterthur,completedBasicImmu,103582
2021-10-04,2021-10-10,40,110,Bezirk Winterthur,booster,0
2021-10-04,2021-10-10,40,111,Bezirk Dietikon,atLeastOneDose,58168
2021-10-04,2021-10-10,40,111,Bezirk Dietikon,completedBasicImmu,53931
2021-10-04,2021-10-10,40,111,Bezirk Dietikon,booster,0
2021-10-04,2021-10-10,40,112,Bezirk Zurich,atLeastOneDose,295636
2021-10-04,2021-10-10,40,112,Bezirk Zurich,completedBasicImmu,280329
2021-10-04,2021-10-10,40,112,Bezirk Zurich,booster,0
2021-10-04,2021-10-10,40,NA,andere Kantone,atLeastOneDose,8574
2021-10-04,2021-10-10,40,NA,andere Kantone,completedBasicImmu,7957
2021-10-04,2021-10-10,40,NA,andere Kantone,booster,0
2021-10-04,2021-10-10,40,NA,Nachbarkantone,atLeastOneDose,30889
2021-10-04,2021-10-10,40,NA,Nachbarkantone,completedBasicImmu,28780
2021-10-04,2021-10-10,40,NA,Nachbarkantone,booster,0
2021-10-04,2021-10-10,40,NA,unbekannt,atLeastOneDose,5620
2021-10-04,2021-10-10,40,NA,unbekannt,completedBasicImmu,5266
2021-10-04,2021-10-10,40,NA,unbekannt,booster,0
2021-10-04,2021-10-10,40,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,2388
2021-10-04,2021-10-10,40,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,21623
2021-10-04,2021-10-10,40,NA,ZH aber ausserkantonal geimpft,booster,0
2021-10-11,2021-10-17,41,101,Bezirk Affoltern,atLeastOneDose,34872
2021-10-11,2021-10-17,41,101,Bezirk Affoltern,completedBasicImmu,33168
2021-10-11,2021-10-17,41,101,Bezirk Affoltern,booster,0
2021-10-11,2021-10-17,41,102,Bezirk Andelfingen,atLeastOneDose,18676
2021-10-11,2021-10-17,41,102,Bezirk Andelfingen,completedBasicImmu,17867
2021-10-11,2021-10-17,41,102,Bezirk Andelfingen,booster,0
2021-10-11,2021-10-17,41,103,Bezirk Bulach,atLeastOneDose,99379
2021-10-11,2021-10-17,41,103,Bezirk Bulach,completedBasicImmu,94468
2021-10-11,2021-10-17,41,103,Bezirk Bulach,booster,0
2021-10-11,2021-10-17,41,104,Bezirk Dielsdorf,atLeastOneDose,56518
2021-10-11,2021-10-17,41,104,Bezirk Dielsdorf,completedBasicImmu,53352
2021-10-11,2021-10-17,41,104,Bezirk Dielsdorf,booster,0
2021-10-11,2021-10-17,41,105,Bezirk Hinwil,atLeastOneDose,57588
2021-10-11,2021-10-17,41,105,Bezirk Hinwil,completedBasicImmu,54100
2021-10-11,2021-10-17,41,105,Bezirk Hinwil,booster,0
2021-10-11,2021-10-17,41,106,Bezirk Horgen,atLeastOneDose,81995
2021-10-11,2021-10-17,41,106,Bezirk Horgen,completedBasicImmu,78422
2021-10-11,2021-10-17,41,106,Bezirk Horgen,booster,0
2021-10-11,2021-10-17,41,107,Bezirk Meilen,atLeastOneDose,73406
2021-10-11,2021-10-17,41,107,Bezirk Meilen,completedBasicImmu,71122
2021-10-11,2021-10-17,41,107,Bezirk Meilen,booster,0
2021-10-11,2021-10-17,41,108,Bezirk Pfaffikon,atLeastOneDose,37414
2021-10-11,2021-10-17,41,108,Bezirk Pfaffikon,completedBasicImmu,35343
2021-10-11,2021-10-17,41,108,Bezirk Pfaffikon,booster,0
2021-10-11,2021-10-17,41,109,Bezirk Uster,atLeastOneDose,87922
2021-10-11,2021-10-17,41,109,Bezirk Uster,completedBasicImmu,83406
2021-10-11,2021-10-17,41,109,Bezirk Uster,booster,0
2021-10-11,2021-10-17,41,110,Bezirk Winterthur,atLeastOneDose,111957
2021-10-11,2021-10-17,41,110,Bezirk Winterthur,completedBasicImmu,106398
2021-10-11,2021-10-17,41,110,Bezirk Winterthur,booster,0
2021-10-11,2021-10-17,41,111,Bezirk Dietikon,atLeastOneDose,58638
2021-10-11,2021-10-17,41,111,Bezirk Dietikon,completedBasicImmu,55297
2021-10-11,2021-10-17,41,111,Bezirk Dietikon,booster,0
2021-10-11,2021-10-17,41,112,Bezirk Zurich,atLeastOneDose,297281
2021-10-11,2021-10-17,41,112,Bezirk Zurich,completedBasicImmu,285237
2021-10-11,2021-10-17,41,112,Bezirk Zurich,booster,0
2021-10-11,2021-10-17,41,NA,andere Kantone,atLeastOneDose,8668
2021-10-11,2021-10-17,41,NA,andere Kantone,completedBasicImmu,8160
2021-10-11,2021-10-17,41,NA,andere Kantone,booster,0
2021-10-11,2021-10-17,41,NA,Nachbarkantone,atLeastOneDose,31143
2021-10-11,2021-10-17,41,NA,Nachbarkantone,completedBasicImmu,29432
2021-10-11,2021-10-17,41,NA,Nachbarkantone,booster,0
2021-10-11,2021-10-17,41,NA,unbekannt,atLeastOneDose,5669
2021-10-11,2021-10-17,41,NA,unbekannt,completedBasicImmu,5362
2021-10-11,2021-10-17,41,NA,unbekannt,booster,0
2021-10-11,2021-10-17,41,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,2673
2021-10-11,2021-10-17,41,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,22450
2021-10-11,2021-10-17,41,NA,ZH aber ausserkantonal geimpft,booster,0
2021-10-18,2021-10-24,42,101,Bezirk Affoltern,atLeastOneDose,35018
2021-10-18,2021-10-24,42,101,Bezirk Affoltern,completedBasicImmu,33552
2021-10-18,2021-10-24,42,101,Bezirk Affoltern,booster,0
2021-10-18,2021-10-24,42,102,Bezirk Andelfingen,atLeastOneDose,18735
2021-10-18,2021-10-24,42,102,Bezirk Andelfingen,completedBasicImmu,18219
2021-10-18,2021-10-24,42,102,Bezirk Andelfingen,booster,0
2021-10-18,2021-10-24,42,103,Bezirk Bulach,atLeastOneDose,99904
2021-10-18,2021-10-24,42,103,Bezirk Bulach,completedBasicImmu,96302
2021-10-18,2021-10-24,42,103,Bezirk Bulach,booster,0
2021-10-18,2021-10-24,42,104,Bezirk Dielsdorf,atLeastOneDose,56992
2021-10-18,2021-10-24,42,104,Bezirk Dielsdorf,completedBasicImmu,54574
2021-10-18,2021-10-24,42,104,Bezirk Dielsdorf,booster,0
2021-10-18,2021-10-24,42,105,Bezirk Hinwil,atLeastOneDose,57921
2021-10-18,2021-10-24,42,105,Bezirk Hinwil,completedBasicImmu,55142
2021-10-18,2021-10-24,42,105,Bezirk Hinwil,booster,0
2021-10-18,2021-10-24,42,106,Bezirk Horgen,atLeastOneDose,82341
2021-10-18,2021-10-24,42,106,Bezirk Horgen,completedBasicImmu,79428
2021-10-18,2021-10-24,42,106,Bezirk Horgen,booster,0
2021-10-18,2021-10-24,42,107,Bezirk Meilen,atLeastOneDose,73679
2021-10-18,2021-10-24,42,107,Bezirk Meilen,completedBasicImmu,71827
2021-10-18,2021-10-24,42,107,Bezirk Meilen,booster,0
2021-10-18,2021-10-24,42,108,Bezirk Pfaffikon,atLeastOneDose,37612
2021-10-18,2021-10-24,42,108,Bezirk Pfaffikon,completedBasicImmu,36108
2021-10-18,2021-10-24,42,108,Bezirk Pfaffikon,booster,0
2021-10-18,2021-10-24,42,109,Bezirk Uster,atLeastOneDose,88351
2021-10-18,2021-10-24,42,109,Bezirk Uster,completedBasicImmu,85039
2021-10-18,2021-10-24,42,109,Bezirk Uster,booster,0
2021-10-18,2021-10-24,42,110,Bezirk Winterthur,atLeastOneDose,112456
2021-10-18,2021-10-24,42,110,Bezirk Winterthur,completedBasicImmu,108248
2021-10-18,2021-10-24,42,110,Bezirk Winterthur,booster,0
2021-10-18,2021-10-24,42,111,Bezirk Dietikon,atLeastOneDose,58972
2021-10-18,2021-10-24,42,111,Bezirk Dietikon,completedBasicImmu,56373
2021-10-18,2021-10-24,42,111,Bezirk Dietikon,booster,0
2021-10-18,2021-10-24,42,112,Bezirk Zurich,atLeastOneDose,298703
2021-10-18,2021-10-24,42,112,Bezirk Zurich,completedBasicImmu,289714
2021-10-18,2021-10-24,42,112,Bezirk Zurich,booster,0
2021-10-18,2021-10-24,42,NA,andere Kantone,atLeastOneDose,8717
2021-10-18,2021-10-24,42,NA,andere Kantone,completedBasicImmu,8339
2021-10-18,2021-10-24,42,NA,andere Kantone,booster,0
2021-10-18,2021-10-24,42,NA,Nachbarkantone,atLeastOneDose,31290
2021-10-18,2021-10-24,42,NA,Nachbarkantone,completedBasicImmu,30002
2021-10-18,2021-10-24,42,NA,Nachbarkantone,booster,0
2021-10-18,2021-10-24,42,NA,unbekannt,atLeastOneDose,5703
2021-10-18,2021-10-24,42,NA,unbekannt,completedBasicImmu,5462
2021-10-18,2021-10-24,42,NA,unbekannt,booster,0
2021-10-18,2021-10-24,42,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,2962
2021-10-18,2021-10-24,42,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,23227
2021-10-18,2021-10-24,42,NA,ZH aber ausserkantonal geimpft,booster,0
2021-10-25,2021-10-31,43,101,Bezirk Affoltern,atLeastOneDose,35164
2021-10-25,2021-10-31,43,101,Bezirk Affoltern,completedBasicImmu,33951
2021-10-25,2021-10-31,43,101,Bezirk Affoltern,booster,0
2021-10-25,2021-10-31,43,102,Bezirk Andelfingen,atLeastOneDose,18808
2021-10-25,2021-10-31,43,102,Bezirk Andelfingen,completedBasicImmu,18346
2021-10-25,2021-10-31,43,102,Bezirk Andelfingen,booster,0
2021-10-25,2021-10-31,43,103,Bezirk Bulach,atLeastOneDose,100529
2021-10-25,2021-10-31,43,103,Bezirk Bulach,completedBasicImmu,97636
2021-10-25,2021-10-31,43,103,Bezirk Bulach,booster,0
2021-10-25,2021-10-31,43,104,Bezirk Dielsdorf,atLeastOneDose,57327
2021-10-25,2021-10-31,43,104,Bezirk Dielsdorf,completedBasicImmu,55268
2021-10-25,2021-10-31,43,104,Bezirk Dielsdorf,booster,0
2021-10-25,2021-10-31,43,105,Bezirk Hinwil,atLeastOneDose,58255
2021-10-25,2021-10-31,43,105,Bezirk Hinwil,completedBasicImmu,55905
2021-10-25,2021-10-31,43,105,Bezirk Hinwil,booster,0
2021-10-25,2021-10-31,43,106,Bezirk Horgen,atLeastOneDose,82750
2021-10-25,2021-10-31,43,106,Bezirk Horgen,completedBasicImmu,80596
2021-10-25,2021-10-31,43,106,Bezirk Horgen,booster,0
2021-10-25,2021-10-31,43,107,Bezirk Meilen,atLeastOneDose,73976
2021-10-25,2021-10-31,43,107,Bezirk Meilen,completedBasicImmu,72433
2021-10-25,2021-10-31,43,107,Bezirk Meilen,booster,0
2021-10-25,2021-10-31,43,108,Bezirk Pfaffikon,atLeastOneDose,37764
2021-10-25,2021-10-31,43,108,Bezirk Pfaffikon,completedBasicImmu,36493
2021-10-25,2021-10-31,43,108,Bezirk Pfaffikon,booster,0
2021-10-25,2021-10-31,43,109,Bezirk Uster,atLeastOneDose,88739
2021-10-25,2021-10-31,43,109,Bezirk Uster,completedBasicImmu,85942
2021-10-25,2021-10-31,43,109,Bezirk Uster,booster,0
2021-10-25,2021-10-31,43,110,Bezirk Winterthur,atLeastOneDose,113004
2021-10-25,2021-10-31,43,110,Bezirk Winterthur,completedBasicImmu,109380
2021-10-25,2021-10-31,43,110,Bezirk Winterthur,booster,0
2021-10-25,2021-10-31,43,111,Bezirk Dietikon,atLeastOneDose,59277
2021-10-25,2021-10-31,43,111,Bezirk Dietikon,completedBasicImmu,57220
2021-10-25,2021-10-31,43,111,Bezirk Dietikon,booster,0
2021-10-25,2021-10-31,43,112,Bezirk Zurich,atLeastOneDose,300061
2021-10-25,2021-10-31,43,112,Bezirk Zurich,completedBasicImmu,292930
2021-10-25,2021-10-31,43,112,Bezirk Zurich,booster,0
2021-10-25,2021-10-31,43,NA,andere Kantone,atLeastOneDose,8766
2021-10-25,2021-10-31,43,NA,andere Kantone,completedBasicImmu,8446
2021-10-25,2021-10-31,43,NA,andere Kantone,booster,0
2021-10-25,2021-10-31,43,NA,Nachbarkantone,atLeastOneDose,31465
2021-10-25,2021-10-31,43,NA,Nachbarkantone,completedBasicImmu,30371
2021-10-25,2021-10-31,43,NA,Nachbarkantone,booster,0
2021-10-25,2021-10-31,43,NA,unbekannt,atLeastOneDose,5738
2021-10-25,2021-10-31,43,NA,unbekannt,completedBasicImmu,5522
2021-10-25,2021-10-31,43,NA,unbekannt,booster,0
2021-10-25,2021-10-31,43,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,3082
2021-10-25,2021-10-31,43,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,23707
2021-10-25,2021-10-31,43,NA,ZH aber ausserkantonal geimpft,booster,0
2021-11-01,2021-11-07,44,101,Bezirk Affoltern,atLeastOneDose,35305
2021-11-01,2021-11-07,44,101,Bezirk Affoltern,completedBasicImmu,34155
2021-11-01,2021-11-07,44,101,Bezirk Affoltern,booster,0
2021-11-01,2021-11-07,44,102,Bezirk Andelfingen,atLeastOneDose,18869
2021-11-01,2021-11-07,44,102,Bezirk Andelfingen,completedBasicImmu,18437
2021-11-01,2021-11-07,44,102,Bezirk Andelfingen,booster,0
2021-11-01,2021-11-07,44,103,Bezirk Bulach,atLeastOneDose,101112
2021-11-01,2021-11-07,44,103,Bezirk Bulach,completedBasicImmu,98456
2021-11-01,2021-11-07,44,103,Bezirk Bulach,booster,0
2021-11-01,2021-11-07,44,104,Bezirk Dielsdorf,atLeastOneDose,57605
2021-11-01,2021-11-07,44,104,Bezirk Dielsdorf,completedBasicImmu,55882
2021-11-01,2021-11-07,44,104,Bezirk Dielsdorf,booster,0
2021-11-01,2021-11-07,44,105,Bezirk Hinwil,atLeastOneDose,58505
2021-11-01,2021-11-07,44,105,Bezirk Hinwil,completedBasicImmu,56536
2021-11-01,2021-11-07,44,105,Bezirk Hinwil,booster,0
2021-11-01,2021-11-07,44,106,Bezirk Horgen,atLeastOneDose,83152
2021-11-01,2021-11-07,44,106,Bezirk Horgen,completedBasicImmu,81113
2021-11-01,2021-11-07,44,106,Bezirk Horgen,booster,0
2021-11-01,2021-11-07,44,107,Bezirk Meilen,atLeastOneDose,74234
2021-11-01,2021-11-07,44,107,Bezirk Meilen,completedBasicImmu,72951
2021-11-01,2021-11-07,44,107,Bezirk Meilen,booster,0
2021-11-01,2021-11-07,44,108,Bezirk Pfaffikon,atLeastOneDose,37929
2021-11-01,2021-11-07,44,108,Bezirk Pfaffikon,completedBasicImmu,36910
2021-11-01,2021-11-07,44,108,Bezirk Pfaffikon,booster,0
2021-11-01,2021-11-07,44,109,Bezirk Uster,atLeastOneDose,89138
2021-11-01,2021-11-07,44,109,Bezirk Uster,completedBasicImmu,86579
2021-11-01,2021-11-07,44,109,Bezirk Uster,booster,0
2021-11-01,2021-11-07,44,110,Bezirk Winterthur,atLeastOneDose,113453
2021-11-01,2021-11-07,44,110,Bezirk Winterthur,completedBasicImmu,110232
2021-11-01,2021-11-07,44,110,Bezirk Winterthur,booster,0
2021-11-01,2021-11-07,44,111,Bezirk Dietikon,atLeastOneDose,59551
2021-11-01,2021-11-07,44,111,Bezirk Dietikon,completedBasicImmu,57757
2021-11-01,2021-11-07,44,111,Bezirk Dietikon,booster,0
2021-11-01,2021-11-07,44,112,Bezirk Zurich,atLeastOneDose,301309
2021-11-01,2021-11-07,44,112,Bezirk Zurich,completedBasicImmu,294897
2021-11-01,2021-11-07,44,112,Bezirk Zurich,booster,0
2021-11-01,2021-11-07,44,NA,andere Kantone,atLeastOneDose,8832
2021-11-01,2021-11-07,44,NA,andere Kantone,completedBasicImmu,8556
2021-11-01,2021-11-07,44,NA,andere Kantone,booster,0
2021-11-01,2021-11-07,44,NA,Nachbarkantone,atLeastOneDose,31625
2021-11-01,2021-11-07,44,NA,Nachbarkantone,completedBasicImmu,30644
2021-11-01,2021-11-07,44,NA,Nachbarkantone,booster,0
2021-11-01,2021-11-07,44,NA,unbekannt,atLeastOneDose,5785
2021-11-01,2021-11-07,44,NA,unbekannt,completedBasicImmu,5589
2021-11-01,2021-11-07,44,NA,unbekannt,booster,0
2021-11-01,2021-11-07,44,NA,ZH aber ausserkantonal geimpft,atLeastOneDose,3184
2021-11-01,2021-11-07,44,NA,ZH aber ausserkantonal geimpft,completedBasicImmu,24045
2021-11-01,2021-11-07,44,NA,ZH aber ausserkantonal geimpft,booster,0
2021-11-08,2021-11-14,45,101,Bezirk Affoltern,atLeastOneDose,35467
2021-11-08,2021-11-14,45,101,Bezirk Affoltern,completedBasicImmu,34382
2021-11-08,2021-11-14,45,101,Bezirk Affoltern,booster,464
2021-11-08,2021-11-14,45,102,Bezirk Andelfingen,atLeastOneDose,19013
2021-11-08,2021-11-14,45,102,Bezirk Andelfingen,completedBasicImmu,18539
2021-11-08,2021-11-14,45,102,Bezirk Andelfingen,booster,238
2021-11-08,2021-11-14,45,103,Bezirk Bulach,atLeastOneDose,101750
2021-11-08,2021-11-14,45,103,Bezirk Bulach,completedBasicImmu,99190
2021-11-08,2021-11-14,45,103,Bezirk Bulach,booster,1194
2021-11-08,2021-11-14,45,104,Bezirk Dielsdorf,atLeastOneDose,57985
2021-11-08,2021-11-14,45,104,Bezirk Dielsdorf,completedBasicImmu,56337
2021-11-08,2021-11-14,45,104,Bezirk Dielsdorf,booster,402
2021-11-08,2021-11-14,45,105,Bezirk Hinwil,atLeastOneDose,58927
2021-11-08,2021-11-14,45,105,Bezirk Hinwil,completedBasicImmu,57122
2021-11-08,2021-11-14,45,105,Bezirk Hinwil,booster,891
2021-11-08,2021-11-14,45,106,Bezirk Horgen,atLeastOneDose,83507
2021-11-08,2021-11-14,45,106,Bezirk Horgen,completedBasicImmu,81681
2021-11-08,2021-11-14,45,106,Bezirk Horgen,booster,1031
2021-11-08,2021-11-14,45,107,Bezirk Meilen,atLeastOneDose,74547
2021-11-08,2021-11-14,45,107,Bezirk Meilen,completedBasicImmu,73362
2021-11-08,2021-11-14,45,107,Bezirk Meilen,booster,1382
2021-11-08,2021-11-14,45,108,Bezirk Pfaffikon,atLeastOneDose,38172
2021-11-08,2021-11-14,45,108,Bezirk Pfaffikon,completedBasicImmu,37222
2021-11-08,2021-11-14,45,108,Bezirk Pfaffikon,booster,665
2021-11-08,2021-11-14,45,109,Bezirk Uster,atLeastOneDose,89687
2021-11-08,2021-11-14,45,109,Bezirk Uster,completedBasicImmu,87275
2021-11-08,2021-11-14,45,109,Bezirk Uster,booster,1738
2021-11-08,2021-11-14,45,110,Bezirk Winterthur,atLeastOneDose,114169
2021-11-08,2021-11-14,45,110,Bezirk Winterthur,completedBasicImmu,110980
2021-11-08,2021-11-14,45,110,Bezirk Winterthur,booster,1791
2021-11-08,2021-11-14,45,111,Bezirk Dietikon,atLeastOneDose,59864
2021-11-08,2021-11-14,45,111,Bezirk Dietikon,completedBasicImmu,58268
2021-11-08,2021-11-14,45,111,Bezirk Dietikon,booster,597
