date,ageclass,gender,vacc_status,nCumul
2022-01-24,30-39,NA,completedBasicImmu,0
2022-01-24,30-39,NA,booster,0
2022-01-24,40-49,d,atLeastOneDose,181
2022-01-24,40-49,d,completedBasicImmu,179
2022-01-24,40-49,d,booster,98
2022-01-24,40-49,f,atLeastOneDose,93514
2022-01-24,40-49,f,completedBasicImmu,94669
2022-01-24,40-49,f,booster,55207
2022-01-24,40-49,m,atLeastOneDose,96667
2022-01-24,40-49,m,completedBasicImmu,98085
2022-01-24,40-49,m,booster,58385
2022-01-24,40-49,NA,atLeastOneDose,0
2022-01-24,40-49,NA,completedBasicImmu,0
2022-01-24,40-49,NA,booster,0
2022-01-24,50-59,d,atLeastOneDose,149
2022-01-24,50-59,d,completedBasicImmu,147
2022-01-24,50-59,d,booster,92
2022-01-24,50-59,f,atLeastOneDose,92093
2022-01-24,50-59,f,completedBasicImmu,93263
2022-01-24,50-59,f,booster,62710
2022-01-24,50-59,m,atLeastOneDose,98336
2022-01-24,50-59,m,completedBasicImmu,99705
2022-01-24,50-59,m,booster,67405
2022-01-24,50-59,NA,atLeastOneDose,0
2022-01-24,50-59,NA,completedBasicImmu,0
2022-01-24,50-59,NA,booster,0
2022-01-24,60-69,d,atLeastOneDose,66
2022-01-24,60-69,d,completedBasicImmu,63
2022-01-24,60-69,d,booster,46
2022-01-24,60-69,f,atLeastOneDose,69853
2022-01-24,60-69,f,completedBasicImmu,70656
2022-01-24,60-69,f,booster,54383
2022-01-24,60-69,m,atLeastOneDose,68397
2022-01-24,60-69,m,completedBasicImmu,69320
2022-01-24,60-69,m,booster,52906
2022-01-24,60-69,NA,atLeastOneDose,0
2022-01-24,60-69,NA,completedBasicImmu,0
2022-01-24,60-69,NA,booster,0
2022-01-24,70-79,d,atLeastOneDose,49
2022-01-24,70-79,d,completedBasicImmu,50
2022-01-24,70-79,d,booster,34
2022-01-24,70-79,f,atLeastOneDose,58191
2022-01-24,70-79,f,completedBasicImmu,58707
2022-01-24,70-79,f,booster,50270
2022-01-24,70-79,m,atLeastOneDose,51600
2022-01-24,70-79,m,completedBasicImmu,52262
2022-01-24,70-79,m,booster,44731
2022-01-24,70-79,NA,atLeastOneDose,11
2022-01-24,70-79,NA,completedBasicImmu,10
2022-01-24,70-79,NA,booster,0
2022-01-24,80+,d,atLeastOneDose,18
2022-01-24,80+,d,completedBasicImmu,16
2022-01-24,80+,d,booster,17
2022-01-24,80+,f,atLeastOneDose,44455
2022-01-24,80+,f,completedBasicImmu,44504
2022-01-24,80+,f,booster,36870
2022-01-24,80+,m,atLeastOneDose,30119
2022-01-24,80+,m,completedBasicImmu,30285
2022-01-24,80+,m,booster,25501
2022-01-24,80+,NA,atLeastOneDose,0
2022-01-24,80+,NA,completedBasicImmu,0
2022-01-24,80+,NA,booster,0
2022-01-25,0-9,d,atLeastOneDose,0
2022-01-25,0-9,d,completedBasicImmu,0
2022-01-25,0-9,d,booster,0
2022-01-25,0-9,f,atLeastOneDose,3178
2022-01-25,0-9,f,completedBasicImmu,162
2022-01-25,0-9,f,booster,0
2022-01-25,0-9,m,atLeastOneDose,3406
2022-01-25,0-9,m,completedBasicImmu,202
2022-01-25,0-9,m,booster,0
2022-01-25,0-9,NA,atLeastOneDose,0
2022-01-25,0-9,NA,completedBasicImmu,0
2022-01-25,0-9,NA,booster,0
2022-01-25,10-19,d,atLeastOneDose,120
2022-01-25,10-19,d,completedBasicImmu,108
2022-01-25,10-19,d,booster,31
2022-01-25,10-19,f,atLeastOneDose,35751
2022-01-25,10-19,f,completedBasicImmu,33395
2022-01-25,10-19,f,booster,8215
2022-01-25,10-19,m,atLeastOneDose,36670
2022-01-25,10-19,m,completedBasicImmu,34201
2022-01-25,10-19,m,booster,7618
2022-01-25,10-19,NA,atLeastOneDose,0
2022-01-25,10-19,NA,completedBasicImmu,0
2022-01-25,10-19,NA,booster,0
2022-01-25,20-29,d,atLeastOneDose,243
2022-01-25,20-29,d,completedBasicImmu,238
2022-01-25,20-29,d,booster,118
2022-01-25,20-29,f,atLeastOneDose,72736
2022-01-25,20-29,f,completedBasicImmu,73213
2022-01-25,20-29,f,booster,34477
2022-01-25,20-29,m,atLeastOneDose,72895
2022-01-25,20-29,m,completedBasicImmu,73743
2022-01-25,20-29,m,booster,31863
2022-01-25,20-29,NA,atLeastOneDose,0
2022-01-25,20-29,NA,completedBasicImmu,0
2022-01-25,20-29,NA,booster,0
2022-01-25,30-39,d,atLeastOneDose,225
2022-01-25,30-39,d,completedBasicImmu,227
2022-01-25,30-39,d,booster,115
2022-01-25,30-39,f,atLeastOneDose,100591
2022-01-25,30-39,f,completedBasicImmu,101524
2022-01-25,30-39,f,booster,52749
2022-01-25,30-39,m,atLeastOneDose,103188
2022-01-25,30-39,m,completedBasicImmu,104406
2022-01-25,30-39,m,booster,56246
2022-01-25,30-39,NA,atLeastOneDose,0
2022-01-25,30-39,NA,completedBasicImmu,0
2022-01-25,30-39,NA,booster,0
2022-01-25,40-49,d,atLeastOneDose,181
2022-01-25,40-49,d,completedBasicImmu,179
2022-01-25,40-49,d,booster,98
2022-01-25,40-49,f,atLeastOneDose,93524
2022-01-25,40-49,f,completedBasicImmu,94702
2022-01-25,40-49,f,booster,55629
2022-01-25,40-49,m,atLeastOneDose,96672
2022-01-25,40-49,m,completedBasicImmu,98108
2022-01-25,40-49,m,booster,58835
2022-01-25,40-49,NA,atLeastOneDose,0
2022-01-25,40-49,NA,completedBasicImmu,0
2022-01-25,40-49,NA,booster,0
2022-01-25,50-59,d,atLeastOneDose,149
2022-01-25,50-59,d,completedBasicImmu,147
2022-01-25,50-59,d,booster,94
2022-01-25,50-59,f,atLeastOneDose,92103
2022-01-25,50-59,f,completedBasicImmu,93291
2022-01-25,50-59,f,booster,63098
2022-01-25,50-59,m,atLeastOneDose,98345
2022-01-25,50-59,m,completedBasicImmu,99729
2022-01-25,50-59,m,booster,67812
2022-01-25,50-59,NA,atLeastOneDose,0
2022-01-25,50-59,NA,completedBasicImmu,0
2022-01-25,50-59,NA,booster,0
2022-01-25,60-69,d,atLeastOneDose,66
2022-01-25,60-69,d,completedBasicImmu,63
2022-01-25,60-69,d,booster,46
2022-01-25,60-69,f,atLeastOneDose,69859
2022-01-25,60-69,f,completedBasicImmu,70675
2022-01-25,60-69,f,booster,54617
2022-01-25,60-69,m,atLeastOneDose,68406
2022-01-25,60-69,m,completedBasicImmu,69334
2022-01-25,60-69,m,booster,53123
2022-01-25,60-69,NA,atLeastOneDose,0
2022-01-25,60-69,NA,completedBasicImmu,0
2022-01-25,60-69,NA,booster,0
2022-01-25,70-79,d,atLeastOneDose,49
2022-01-25,70-79,d,completedBasicImmu,50
2022-01-25,70-79,d,booster,34
2022-01-25,70-79,f,atLeastOneDose,58200
2022-01-25,70-79,f,completedBasicImmu,58712
2022-01-25,70-79,f,booster,50397
2022-01-25,70-79,m,atLeastOneDose,51601
2022-01-25,70-79,m,completedBasicImmu,52268
2022-01-25,70-79,m,booster,44831
2022-01-25,70-79,NA,atLeastOneDose,11
2022-01-25,70-79,NA,completedBasicImmu,10
2022-01-25,70-79,NA,booster,0
2022-01-25,80+,d,atLeastOneDose,18
2022-01-25,80+,d,completedBasicImmu,16
2022-01-25,80+,d,booster,17
2022-01-25,80+,f,atLeastOneDose,44459
2022-01-25,80+,f,completedBasicImmu,44510
2022-01-25,80+,f,booster,36958
2022-01-25,80+,m,atLeastOneDose,30121
2022-01-25,80+,m,completedBasicImmu,30285
2022-01-25,80+,m,booster,25547
2022-01-25,80+,NA,atLeastOneDose,0
2022-01-25,80+,NA,completedBasicImmu,0
2022-01-25,80+,NA,booster,0
2022-01-26,0-9,d,atLeastOneDose,0
2022-01-26,0-9,d,completedBasicImmu,0
2022-01-26,0-9,d,booster,0
2022-01-26,0-9,f,atLeastOneDose,3342
2022-01-26,0-9,f,completedBasicImmu,190
2022-01-26,0-9,f,booster,0
2022-01-26,0-9,m,atLeastOneDose,3582
2022-01-26,0-9,m,completedBasicImmu,223
2022-01-26,0-9,m,booster,0
2022-01-26,0-9,NA,atLeastOneDose,0
2022-01-26,0-9,NA,completedBasicImmu,0
2022-01-26,0-9,NA,booster,0
2022-01-26,10-19,d,atLeastOneDose,120
2022-01-26,10-19,d,completedBasicImmu,108
2022-01-26,10-19,d,booster,32
2022-01-26,10-19,f,atLeastOneDose,35877
2022-01-26,10-19,f,completedBasicImmu,33482
2022-01-26,10-19,f,booster,8625
2022-01-26,10-19,m,atLeastOneDose,36785
2022-01-26,10-19,m,completedBasicImmu,34270
2022-01-26,10-19,m,booster,8067
2022-01-26,10-19,NA,atLeastOneDose,0
2022-01-26,10-19,NA,completedBasicImmu,0
2022-01-26,10-19,NA,booster,0
2022-01-26,20-29,d,atLeastOneDose,243
2022-01-26,20-29,d,completedBasicImmu,238
2022-01-26,20-29,d,booster,120
2022-01-26,20-29,f,atLeastOneDose,72759
2022-01-26,20-29,f,completedBasicImmu,73252
2022-01-26,20-29,f,booster,34857
2022-01-26,20-29,m,atLeastOneDose,72906
2022-01-26,20-29,m,completedBasicImmu,73788
2022-01-26,20-29,m,booster,32256
2022-01-26,20-29,NA,atLeastOneDose,0
2022-01-26,20-29,NA,completedBasicImmu,0
2022-01-26,20-29,NA,booster,0
2022-01-26,30-39,d,atLeastOneDose,225
2022-01-26,30-39,d,completedBasicImmu,227
2022-01-26,30-39,d,booster,118
2022-01-26,30-39,f,atLeastOneDose,100614
2022-01-26,30-39,f,completedBasicImmu,101570
2022-01-26,30-39,f,booster,53197
2022-01-26,30-39,m,atLeastOneDose,103202
2022-01-26,30-39,m,completedBasicImmu,104447
2022-01-26,30-39,m,booster,56712
2022-01-26,30-39,NA,atLeastOneDose,0
2022-01-26,30-39,NA,completedBasicImmu,0
2022-01-26,30-39,NA,booster,0
2022-01-26,40-49,d,atLeastOneDose,181
2022-01-26,40-49,d,completedBasicImmu,180
2022-01-26,40-49,d,booster,98
2022-01-26,40-49,f,atLeastOneDose,93534
2022-01-26,40-49,f,completedBasicImmu,94730
2022-01-26,40-49,f,booster,56000
2022-01-26,40-49,m,atLeastOneDose,96678
2022-01-26,40-49,m,completedBasicImmu,98128
2022-01-26,40-49,m,booster,59193
2022-01-26,40-49,NA,atLeastOneDose,0
2022-01-26,40-49,NA,completedBasicImmu,0
2022-01-26,40-49,NA,booster,0
2022-01-26,50-59,d,atLeastOneDose,149
2022-01-26,50-59,d,completedBasicImmu,147
2022-01-26,50-59,d,booster,94
2022-01-26,50-59,f,atLeastOneDose,92111
2022-01-26,50-59,f,completedBasicImmu,93312
2022-01-26,50-59,f,booster,63420
2022-01-26,50-59,m,atLeastOneDose,98353
2022-01-26,50-59,m,completedBasicImmu,99748
2022-01-26,50-59,m,booster,68131
2022-01-26,50-59,NA,atLeastOneDose,0
2022-01-26,50-59,NA,completedBasicImmu,0
2022-01-26,50-59,NA,booster,0
2022-01-26,60-69,d,atLeastOneDose,66
2022-01-26,60-69,d,completedBasicImmu,63
2022-01-26,60-69,d,booster,46
2022-01-26,60-69,f,atLeastOneDose,69867
2022-01-26,60-69,f,completedBasicImmu,70687
2022-01-26,60-69,f,booster,54808
2022-01-26,60-69,m,atLeastOneDose,68411
2022-01-26,60-69,m,completedBasicImmu,69341
2022-01-26,60-69,m,booster,53316
2022-01-26,60-69,NA,atLeastOneDose,0
2022-01-26,60-69,NA,completedBasicImmu,0
2022-01-26,60-69,NA,booster,0
2022-01-26,70-79,d,atLeastOneDose,49
2022-01-26,70-79,d,completedBasicImmu,50
2022-01-26,70-79,d,booster,34
2022-01-26,70-79,f,atLeastOneDose,58204
2022-01-26,70-79,f,completedBasicImmu,58725
2022-01-26,70-79,f,booster,50514
2022-01-26,70-79,m,atLeastOneDose,51602
2022-01-26,70-79,m,completedBasicImmu,52273
2022-01-26,70-79,m,booster,44915
2022-01-26,70-79,NA,atLeastOneDose,11
2022-01-26,70-79,NA,completedBasicImmu,10
2022-01-26,70-79,NA,booster,0
2022-01-26,80+,d,atLeastOneDose,18
2022-01-26,80+,d,completedBasicImmu,16
2022-01-26,80+,d,booster,17
2022-01-26,80+,f,atLeastOneDose,44464
2022-01-26,80+,f,completedBasicImmu,44519
2022-01-26,80+,f,booster,37022
2022-01-26,80+,m,atLeastOneDose,30124
2022-01-26,80+,m,completedBasicImmu,30290
2022-01-26,80+,m,booster,25600
2022-01-26,80+,NA,atLeastOneDose,0
2022-01-26,80+,NA,completedBasicImmu,0
2022-01-26,80+,NA,booster,0
2022-01-27,0-9,d,atLeastOneDose,0
2022-01-27,0-9,d,completedBasicImmu,0
2022-01-27,0-9,d,booster,0
2022-01-27,0-9,f,atLeastOneDose,3444
2022-01-27,0-9,f,completedBasicImmu,207
2022-01-27,0-9,f,booster,0
2022-01-27,0-9,m,atLeastOneDose,3699
2022-01-27,0-9,m,completedBasicImmu,254
2022-01-27,0-9,m,booster,0
2022-01-27,0-9,NA,atLeastOneDose,0
2022-01-27,0-9,NA,completedBasicImmu,0
2022-01-27,0-9,NA,booster,0
2022-01-27,10-19,d,atLeastOneDose,121
2022-01-27,10-19,d,completedBasicImmu,108
2022-01-27,10-19,d,booster,33
2022-01-27,10-19,f,atLeastOneDose,35959
2022-01-27,10-19,f,completedBasicImmu,33548
2022-01-27,10-19,f,booster,8945
2022-01-27,10-19,m,atLeastOneDose,36885
2022-01-27,10-19,m,completedBasicImmu,34323
2022-01-27,10-19,m,booster,8393
2022-01-27,10-19,NA,atLeastOneDose,0
2022-01-27,10-19,NA,completedBasicImmu,0
2022-01-27,10-19,NA,booster,0
2022-01-27,20-29,d,atLeastOneDose,243
2022-01-27,20-29,d,completedBasicImmu,239
2022-01-27,20-29,d,booster,121
2022-01-27,20-29,f,atLeastOneDose,72772
2022-01-27,20-29,f,completedBasicImmu,73287
2022-01-27,20-29,f,booster,35185
2022-01-27,20-29,m,atLeastOneDose,72922
2022-01-27,20-29,m,completedBasicImmu,73841
2022-01-27,20-29,m,booster,32595
2022-01-27,20-29,NA,atLeastOneDose,0
2022-01-27,20-29,NA,completedBasicImmu,0
2022-01-27,20-29,NA,booster,0
2022-01-27,30-39,d,atLeastOneDose,225
2022-01-27,30-39,d,completedBasicImmu,227
2022-01-27,30-39,d,booster,119
2022-01-27,30-39,f,atLeastOneDose,100639
2022-01-27,30-39,f,completedBasicImmu,101613
2022-01-27,30-39,f,booster,53641
2022-01-27,30-39,m,atLeastOneDose,103223
2022-01-27,30-39,m,completedBasicImmu,104497
2022-01-27,30-39,m,booster,57148
2022-01-27,30-39,NA,atLeastOneDose,0
2022-01-27,30-39,NA,completedBasicImmu,0
2022-01-27,30-39,NA,booster,0
2022-01-27,40-49,d,atLeastOneDose,181
2022-01-27,40-49,d,completedBasicImmu,180
2022-01-27,40-49,d,booster,98
2022-01-27,40-49,f,atLeastOneDose,93546
2022-01-27,40-49,f,completedBasicImmu,94757
2022-01-27,40-49,f,booster,56413
2022-01-27,40-49,m,atLeastOneDose,96691
2022-01-27,40-49,m,completedBasicImmu,98153
2022-01-27,40-49,m,booster,59519
2022-01-27,40-49,NA,atLeastOneDose,0
2022-01-27,40-49,NA,completedBasicImmu,0
2022-01-27,40-49,NA,booster,0
2022-01-27,50-59,d,atLeastOneDose,149
2022-01-27,50-59,d,completedBasicImmu,147
2022-01-27,50-59,d,booster,94
2022-01-27,50-59,f,atLeastOneDose,92124
2022-01-27,50-59,f,completedBasicImmu,93331
2022-01-27,50-59,f,booster,63753
2022-01-27,50-59,m,atLeastOneDose,98362
2022-01-27,50-59,m,completedBasicImmu,99778
2022-01-27,50-59,m,booster,68478
2022-01-27,50-59,NA,atLeastOneDose,0
2022-01-27,50-59,NA,completedBasicImmu,0
2022-01-27,50-59,NA,booster,0
2022-01-27,60-69,d,atLeastOneDose,66
2022-01-27,60-69,d,completedBasicImmu,63
2022-01-27,60-69,d,booster,46
2022-01-27,60-69,f,atLeastOneDose,69873
2022-01-27,60-69,f,completedBasicImmu,70699
2022-01-27,60-69,f,booster,55029
2022-01-27,60-69,m,atLeastOneDose,68419
2022-01-27,60-69,m,completedBasicImmu,69354
2022-01-27,60-69,m,booster,53531
2022-01-27,60-69,NA,atLeastOneDose,0
2022-01-27,60-69,NA,completedBasicImmu,0
2022-01-27,60-69,NA,booster,0
2022-01-27,70-79,d,atLeastOneDose,49
2022-01-27,70-79,d,completedBasicImmu,50
2022-01-27,70-79,d,booster,34
2022-01-27,70-79,f,atLeastOneDose,58208
2022-01-27,70-79,f,completedBasicImmu,58735
2022-01-27,70-79,f,booster,50617
2022-01-27,70-79,m,atLeastOneDose,51603
2022-01-27,70-79,m,completedBasicImmu,52281
2022-01-27,70-79,m,booster,45020
2022-01-27,70-79,NA,atLeastOneDose,11
2022-01-27,70-79,NA,completedBasicImmu,10
2022-01-27,70-79,NA,booster,0
2022-01-27,80+,d,atLeastOneDose,18
2022-01-27,80+,d,completedBasicImmu,16
2022-01-27,80+,d,booster,17
2022-01-27,80+,f,atLeastOneDose,44466
2022-01-27,80+,f,completedBasicImmu,44528
2022-01-27,80+,f,booster,37075
2022-01-27,80+,m,atLeastOneDose,30126
2022-01-27,80+,m,completedBasicImmu,30292
2022-01-27,80+,m,booster,25625
2022-01-27,80+,NA,atLeastOneDose,0
2022-01-27,80+,NA,completedBasicImmu,0
2022-01-27,80+,NA,booster,0
2022-01-28,0-9,d,atLeastOneDose,0
2022-01-28,0-9,d,completedBasicImmu,0
2022-01-28,0-9,d,booster,0
2022-01-28,0-9,f,atLeastOneDose,3532
2022-01-28,0-9,f,completedBasicImmu,231
2022-01-28,0-9,f,booster,0
2022-01-28,0-9,m,atLeastOneDose,3797
2022-01-28,0-9,m,completedBasicImmu,283
2022-01-28,0-9,m,booster,0
2022-01-28,0-9,NA,atLeastOneDose,0
2022-01-28,0-9,NA,completedBasicImmu,0
2022-01-28,0-9,NA,booster,0
2022-01-28,10-19,d,atLeastOneDose,122
2022-01-28,10-19,d,completedBasicImmu,108
2022-01-28,10-19,d,booster,33
2022-01-28,10-19,f,atLeastOneDose,36035
2022-01-28,10-19,f,completedBasicImmu,33625
2022-01-28,10-19,f,booster,9366
2022-01-28,10-19,m,atLeastOneDose,36965
2022-01-28,10-19,m,completedBasicImmu,34392
2022-01-28,10-19,m,booster,8819
2022-01-28,10-19,NA,atLeastOneDose,0
2022-01-28,10-19,NA,completedBasicImmu,0
2022-01-28,10-19,NA,booster,0
2022-01-28,20-29,d,atLeastOneDose,243
2022-01-28,20-29,d,completedBasicImmu,239
2022-01-28,20-29,d,booster,122
2022-01-28,20-29,f,atLeastOneDose,72806
2022-01-28,20-29,f,completedBasicImmu,73346
2022-01-28,20-29,f,booster,35581
2022-01-28,20-29,m,atLeastOneDose,72945
2022-01-28,20-29,m,completedBasicImmu,73890
2022-01-28,20-29,m,booster,32972
2022-01-28,20-29,NA,atLeastOneDose,0
2022-01-28,20-29,NA,completedBasicImmu,0
2022-01-28,20-29,NA,booster,0
2022-01-28,30-39,d,atLeastOneDose,225
2022-01-28,30-39,d,completedBasicImmu,227
2022-01-28,30-39,d,booster,122
2022-01-28,30-39,f,atLeastOneDose,100660
2022-01-28,30-39,f,completedBasicImmu,101671
2022-01-28,30-39,f,booster,54228
2022-01-28,30-39,m,atLeastOneDose,103253
2022-01-28,30-39,m,completedBasicImmu,104547
2022-01-28,30-39,m,booster,57652
2022-01-28,30-39,NA,atLeastOneDose,0
2022-01-28,30-39,NA,completedBasicImmu,0
2022-01-28,30-39,NA,booster,0
2022-01-28,40-49,d,atLeastOneDose,181
2022-01-28,40-49,d,completedBasicImmu,180
2022-01-28,40-49,d,booster,98
2022-01-28,40-49,f,atLeastOneDose,93556
2022-01-28,40-49,f,completedBasicImmu,94788
2022-01-28,40-49,f,booster,56900
2022-01-28,40-49,m,atLeastOneDose,96704
2022-01-28,40-49,m,completedBasicImmu,98185
2022-01-28,40-49,m,booster,59970
2022-01-28,40-49,NA,atLeastOneDose,0
2022-01-28,40-49,NA,completedBasicImmu,0
2022-01-28,40-49,NA,booster,0
2022-01-28,50-59,d,atLeastOneDose,149
2022-01-28,50-59,d,completedBasicImmu,147
2022-01-28,50-59,d,booster,95
2022-01-28,50-59,f,atLeastOneDose,92133
2022-01-28,50-59,f,completedBasicImmu,93349
2022-01-28,50-59,f,booster,64173
2022-01-28,50-59,m,atLeastOneDose,98370
2022-01-28,50-59,m,completedBasicImmu,99797
2022-01-28,50-59,m,booster,68898
2022-01-28,50-59,NA,atLeastOneDose,0
2022-01-28,50-59,NA,completedBasicImmu,0
2022-01-28,50-59,NA,booster,0
2022-01-28,60-69,d,atLeastOneDose,66
2022-01-28,60-69,d,completedBasicImmu,63
2022-01-28,60-69,d,booster,46
2022-01-28,60-69,f,atLeastOneDose,69877
2022-01-28,60-69,f,completedBasicImmu,70713
2022-01-28,60-69,f,booster,55243
2022-01-28,60-69,m,atLeastOneDose,68423
2022-01-28,60-69,m,completedBasicImmu,69367
2022-01-28,60-69,m,booster,53710
2022-01-28,60-69,NA,atLeastOneDose,0
2022-01-28,60-69,NA,completedBasicImmu,0
2022-01-28,60-69,NA,booster,0
2022-01-28,70-79,d,atLeastOneDose,49
2022-01-28,70-79,d,completedBasicImmu,50
2022-01-28,70-79,d,booster,34
2022-01-28,70-79,f,atLeastOneDose,58209
2022-01-28,70-79,f,completedBasicImmu,58738
2022-01-28,70-79,f,booster,50707
2022-01-28,70-79,m,atLeastOneDose,51604
2022-01-28,70-79,m,completedBasicImmu,52285
2022-01-28,70-79,m,booster,45100
2022-01-28,70-79,NA,atLeastOneDose,11
2022-01-28,70-79,NA,completedBasicImmu,10
2022-01-28,70-79,NA,booster,0
2022-01-28,80+,d,atLeastOneDose,18
2022-01-28,80+,d,completedBasicImmu,16
2022-01-28,80+,d,booster,17
2022-01-28,80+,f,atLeastOneDose,44472
2022-01-28,80+,f,completedBasicImmu,44533
2022-01-28,80+,f,booster,37132
2022-01-28,80+,m,atLeastOneDose,30129
2022-01-28,80+,m,completedBasicImmu,30294
2022-01-28,80+,m,booster,25665
2022-01-28,80+,NA,atLeastOneDose,0
2022-01-28,80+,NA,completedBasicImmu,0
2022-01-28,80+,NA,booster,0
2022-01-29,0-9,d,atLeastOneDose,0
2022-01-29,0-9,d,completedBasicImmu,0
2022-01-29,0-9,d,booster,0
2022-01-29,0-9,f,atLeastOneDose,3602
2022-01-29,0-9,f,completedBasicImmu,238
2022-01-29,0-9,f,booster,0
2022-01-29,0-9,m,atLeastOneDose,3881
2022-01-29,0-9,m,completedBasicImmu,293
2022-01-29,0-9,m,booster,0
2022-01-29,0-9,NA,atLeastOneDose,0
2022-01-29,0-9,NA,completedBasicImmu,0
2022-01-29,0-9,NA,booster,0
2022-01-29,10-19,d,atLeastOneDose,122
2022-01-29,10-19,d,completedBasicImmu,108
2022-01-29,10-19,d,booster,35
2022-01-29,10-19,f,atLeastOneDose,36115
2022-01-29,10-19,f,completedBasicImmu,33683
2022-01-29,10-19,f,booster,9644
2022-01-29,10-19,m,atLeastOneDose,37016
2022-01-29,10-19,m,completedBasicImmu,34435
2022-01-29,10-19,m,booster,9153
2022-01-29,10-19,NA,atLeastOneDose,0
2022-01-29,10-19,NA,completedBasicImmu,0
2022-01-29,10-19,NA,booster,0
2022-01-29,20-29,d,atLeastOneDose,243
2022-01-29,20-29,d,completedBasicImmu,239
2022-01-29,20-29,d,booster,123
2022-01-29,20-29,f,atLeastOneDose,72816
2022-01-29,20-29,f,completedBasicImmu,73378
2022-01-29,20-29,f,booster,35800
2022-01-29,20-29,m,atLeastOneDose,72956
2022-01-29,20-29,m,completedBasicImmu,73916
2022-01-29,20-29,m,booster,33171
2022-01-29,20-29,NA,atLeastOneDose,0
2022-01-29,20-29,NA,completedBasicImmu,0
2022-01-29,20-29,NA,booster,0
2022-01-29,30-39,d,atLeastOneDose,225
2022-01-29,30-39,d,completedBasicImmu,227
2022-01-29,30-39,d,booster,122
2022-01-29,30-39,f,atLeastOneDose,100676
2022-01-29,30-39,f,completedBasicImmu,101691
2022-01-29,30-39,f,booster,54518
2022-01-29,30-39,m,atLeastOneDose,103263
2022-01-29,30-39,m,completedBasicImmu,104571
2022-01-29,30-39,m,booster,57916
2022-01-29,30-39,NA,atLeastOneDose,0
2022-01-29,30-39,NA,completedBasicImmu,0
2022-01-29,30-39,NA,booster,0
2022-01-29,40-49,d,atLeastOneDose,181
2022-01-29,40-49,d,completedBasicImmu,180
2022-01-29,40-49,d,booster,98
2022-01-29,40-49,f,atLeastOneDose,93561
2022-01-29,40-49,f,completedBasicImmu,94800
2022-01-29,40-49,f,booster,57156
2022-01-29,40-49,m,atLeastOneDose,96718
2022-01-29,40-49,m,completedBasicImmu,98201
2022-01-29,40-49,m,booster,60236
2022-01-29,40-49,NA,atLeastOneDose,0
2022-01-29,40-49,NA,completedBasicImmu,0
2022-01-29,40-49,NA,booster,0
2022-01-29,50-59,d,atLeastOneDose,149
2022-01-29,50-59,d,completedBasicImmu,147
2022-01-29,50-59,d,booster,95
2022-01-29,50-59,f,atLeastOneDose,92140
2022-01-29,50-59,f,completedBasicImmu,93370
2022-01-29,50-59,f,booster,64400
2022-01-29,50-59,m,atLeastOneDose,98378
2022-01-29,50-59,m,completedBasicImmu,99820
2022-01-29,50-59,m,booster,69129
2022-01-29,50-59,NA,atLeastOneDose,0
2022-01-29,50-59,NA,completedBasicImmu,0
2022-01-29,50-59,NA,booster,0
2022-01-29,60-69,d,atLeastOneDose,66
2022-01-29,60-69,d,completedBasicImmu,63
2022-01-29,60-69,d,booster,46
2022-01-29,60-69,f,atLeastOneDose,69882
2022-01-29,60-69,f,completedBasicImmu,70717
2022-01-29,60-69,f,booster,55356
2022-01-29,60-69,m,atLeastOneDose,68425
2022-01-29,60-69,m,completedBasicImmu,69370
2022-01-29,60-69,m,booster,53807
2022-01-29,60-69,NA,atLeastOneDose,0
2022-01-29,60-69,NA,completedBasicImmu,0
2022-01-29,60-69,NA,booster,0
2022-01-29,70-79,d,atLeastOneDose,49
2022-01-29,70-79,d,completedBasicImmu,50
2022-01-29,70-79,d,booster,34
2022-01-29,70-79,f,atLeastOneDose,58210
2022-01-29,70-79,f,completedBasicImmu,58739
2022-01-29,70-79,f,booster,50749
2022-01-29,70-79,m,atLeastOneDose,51604
2022-01-29,70-79,m,completedBasicImmu,52285
2022-01-29,70-79,m,booster,45129
2022-01-29,70-79,NA,atLeastOneDose,11
2022-01-29,70-79,NA,completedBasicImmu,10
2022-01-29,70-79,NA,booster,0
2022-01-29,80+,d,atLeastOneDose,18
2022-01-29,80+,d,completedBasicImmu,16
2022-01-29,80+,d,booster,17
2022-01-29,80+,f,atLeastOneDose,44474
2022-01-29,80+,f,completedBasicImmu,44537
2022-01-29,80+,f,booster,37149
2022-01-29,80+,m,atLeastOneDose,30130
2022-01-29,80+,m,completedBasicImmu,30295
2022-01-29,80+,m,booster,25677
2022-01-29,80+,NA,atLeastOneDose,0
2022-01-29,80+,NA,completedBasicImmu,0
2022-01-29,80+,NA,booster,0
2022-01-30,0-9,d,atLeastOneDose,0
2022-01-30,0-9,d,completedBasicImmu,0
2022-01-30,0-9,d,booster,0
2022-01-30,0-9,f,atLeastOneDose,3602
2022-01-30,0-9,f,completedBasicImmu,239
2022-01-30,0-9,f,booster,0
2022-01-30,0-9,m,atLeastOneDose,3881
2022-01-30,0-9,m,completedBasicImmu,293
2022-01-30,0-9,m,booster,0
2022-01-30,0-9,NA,atLeastOneDose,0
2022-01-30,0-9,NA,completedBasicImmu,0
2022-01-30,0-9,NA,booster,0
2022-01-30,10-19,d,atLeastOneDose,122
2022-01-30,10-19,d,completedBasicImmu,108
2022-01-30,10-19,d,booster,35
2022-01-30,10-19,f,atLeastOneDose,36117
